State,Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Customer service calls,Churn
CA,72,408,No,Yes,39.0,92.8,98.0,15.78,271.2,115.0,23.05,167.1,83,7.52,5.8,7.0,1.57,1.0,False
IA,134,415,No,Yes,32.0,216.8,78.0,36.86,102.2,111.0,8.69,174.0,83,7.83,8.6,2.0,2.32,0.0,False
NH,13,415,No,No,0.0,193.2,89.0,32.84,194.4,90.0,16.52,186.5,104,8.39,9.7,2.0,2.62,3.5,False
GA,90,415,No,No,0.0,113.2,108.0,19.24,189.3,63.0,16.09,271.8,124,12.23,14.1,4.0,3.81,3.0,False
WI,111,415,No,Yes,36.0,166.2,54.0,28.25,238.8,109.0,20.3,108.8,92,4.9,11.2,2.0,3.02,3.0,False
CO,101,408,No,Yes,23.0,262.2,101.0,44.57,157.0,80.0,13.35,129.1,100,5.81,7.3,10.5,1.97,1.0,False
SC,72,415,No,No,0.0,207.8,92.0,35.33,195.7,110.0,16.63,184.8,124,8.32,13.1,4.0,3.54,0.0,False
MI,67,510,No,Yes,35.0,245.4,89.0,41.72,148.2,102.0,12.6,274.0,136,12.33,7.5,6.0,2.03,1.0,False
MD,172,408,No,No,0.0,287.1,108.0,48.81,178.4,125.0,15.16,153.2,98,6.89,14.4,2.0,3.89,3.0,True
IN,154,510,No,Yes,32.0,192.3,82.0,32.69,165.3,134.0,14.05,205.0,74,9.23,9.0,1.0,2.43,2.0,False
ME,69,510,No,No,0.0,194.2,122.0,33.01,242.1,81.0,20.58,215.8,80,9.71,9.7,3.0,2.62,2.0,False
DC,123,415,No,No,0.0,211.0,92.0,35.87,217.0,102.0,18.45,214.8,104,9.67,9.8,7.0,2.65,3.0,False
TN,130,415,No,Yes,12.0,141.9,92.0,24.12,228.9,102.0,19.46,195.1,101,8.78,8.7,5.0,2.35,0.0,False
FL,142,415,No,Yes,26.0,220.5,94.0,37.49,239.5,126.0,20.36,254.3,109,11.44,5.9,9.0,1.59,2.0,False
HI,87,408,No,Yes,28.0,143.5,106.0,24.4,223.5,147.0,19.0,175.4,69,7.89,11.2,5.0,3.02,0.0,False
NE,149,415,No,No,0.0,156.0,56.0,26.52,60.60000000000004,116.0,5.155000000000001,163.3,104,7.35,8.9,8.0,2.4,0.0,False
TN,146,408,Yes,No,0.0,160.1,63.0,27.22,208.4,112.0,17.71,177.6,98,7.99,9.2,3.0,2.48,2.0,False
MD,88,415,Yes,No,0.0,235.1,98.0,39.97,251.8,79.0,21.4,285.9,76,12.87,7.2,2.0,1.94,3.5,True
VT,48,510,No,No,0.0,188.4,63.0,32.03,165.9,89.0,14.1,205.7,71,9.26,13.2,2.0,3.56,1.0,False
OR,135,415,No,No,0.0,194.8,97.0,33.12,235.3,118.0,20.0,174.4,126,7.85,11.0,3.0,2.97,1.0,False
IN,100,510,No,No,0.0,247.8,117.0,42.13,130.0,95.0,11.05,134.3,125,6.04,6.9,2.0,1.86,1.0,False
MO,98,415,No,No,0.0,221.2,80.0,37.6,213.6,104.0,18.16,291.8,89,13.13,11.9,3.0,3.21,3.5,False
FL,75,510,No,Yes,26.0,118.5,86.0,20.15,213.9,118.0,18.18,132.6,99,5.97,13.4,3.0,3.62,2.0,False
DC,180,415,No,Yes,33.0,231.8,78.0,39.41,232.9,79.0,19.8,206.9,121,9.31,7.6,4.0,2.05,1.0,False
VT,100,415,No,Yes,25.0,215.9,90.0,36.7,257.9,92.0,21.92,180.2,152,8.11,11.6,4.0,3.13,1.0,False
OH,119,415,No,Yes,35.0,217.1,92.0,36.91,220.8,134.0,18.77,249.5,93,11.23,8.0,5.0,2.16,2.0,False
LA,155,408,No,Yes,39.0,183.3,106.0,31.16,205.1,101.0,17.43,263.7,90,11.87,5.1,7.0,1.38,1.0,False
IL,78,415,Yes,No,0.0,236.8,141.0,40.26,265.3,101.0,22.55,152.4,77,6.86,9.5,2.0,2.57,1.0,True
NJ,153,415,No,No,0.0,193.8,90.0,32.95,195.3,121.0,16.6,182.7,108,8.22,8.5,3.0,2.3,1.0,False
NE,154,415,No,No,0.0,191.4,93.0,32.54,205.4,119.0,17.46,205.7,121,9.26,10.2,3.0,2.75,3.0,False
WV,48,408,No,No,0.0,275.2,67.0,46.78,180.2,108.0,15.32,159.0,110,7.15,7.9,2.0,2.13,1.0,False
ND,94,408,No,No,0.0,174.0,85.0,29.58,241.1,114.0,20.49,207.8,94,9.35,7.9,1.0,2.13,1.0,False
UT,139,415,No,No,0.0,165.0,132.0,28.05,249.7,86.0,21.22,170.3,128,7.66,12.6,8.0,3.4,1.0,False
MS,126,415,No,No,0.0,228.7,102.0,38.88,168.7,99.0,14.34,223.5,100,10.06,11.8,4.0,3.19,1.0,False
MN,122,415,No,No,0.0,107.9,88.0,18.34,235.8,109.0,20.04,228.6,119,10.29,9.5,3.0,2.57,2.0,False
KS,131,415,No,Yes,28.0,249.6,87.0,42.43,227.2,138.0,19.31,239.9,92,10.8,7.6,3.0,2.05,3.0,False
KS,36,510,No,No,0.0,178.6,83.0,30.36,213.1,103.0,18.11,198.0,119,8.91,10.9,5.0,2.94,1.0,False
NV,180,510,No,No,0.0,139.0,96.0,23.63,224.9,64.0,19.12,170.8,118,7.69,15.7,5.0,4.24,2.0,False
MT,25,415,No,No,0.0,134.3,98.0,22.83,202.3,109.0,17.2,195.9,100,8.82,12.6,5.0,3.4,2.0,False
AK,120,415,No,No,0.0,178.4,97.0,30.33,168.3,113.0,14.31,120.5,93,5.42,9.3,9.0,2.51,1.0,False
AR,109,510,No,No,0.0,170.7,101.0,29.02,240.2,82.0,20.42,119.0,112,5.36,11.4,4.0,3.08,2.0,False
LA,162,510,No,Yes,33.0,184.5,139.0,31.37,183.2,78.0,15.57,127.4,106,5.73,12.3,6.0,3.32,0.0,False
KS,124,510,No,Yes,37.0,161.2,109.0,27.4,204.2,79.0,17.36,231.5,87,10.42,8.9,4.0,2.4,1.0,False
OR,177,408,No,No,0.0,84.9,77.0,14.43,257.5,109.0,21.89,210.5,66,9.47,7.5,5.0,2.03,2.0,False
WI,91,510,No,No,0.0,217.9,71.0,37.04,230.1,116.0,19.56,232.1,110,10.44,10.6,2.0,2.86,1.0,False
CO,105,408,No,No,0.0,270.9,98.0,46.05,226.2,110.0,19.23,178.8,60,8.05,8.8,5.0,2.38,0.0,True
KS,24,510,No,No,0.0,243.0,91.0,41.31,183.9,77.0,15.63,184.3,109,8.29,15.3,6.0,4.13,0.0,True
IA,86,408,No,No,0.0,126.3,115.0,21.47,168.8,112.0,14.35,154.6,95,6.96,9.8,7.0,2.65,2.0,False
NE,91,510,No,No,0.0,159.0,109.0,27.03,255.1,142.0,21.68,82.4,73,3.71,10.1,4.0,2.73,0.0,False
OH,147,415,Yes,Yes,24.0,219.9,118.0,37.38,208.5,116.0,17.72,340.79999999999995,111,15.331250000000002,8.1,4.0,2.19,3.0,False
TN,108,510,No,Yes,34.0,162.1,83.0,27.56,171.8,117.0,14.6,259.8,76,11.69,9.6,3.0,2.59,3.5,True
OK,159,510,No,No,0.0,198.8,107.0,33.8,195.5,91.0,16.62,213.3,120,9.6,16.5,7.0,4.46,3.5,False
ND,136,510,Yes,No,0.0,256.8,90.0,43.66,230.1,104.0,19.56,143.6,82,6.46,9.1,10.0,2.46,3.0,False
NC,45,408,No,Yes,38.0,196.8,92.0,33.46,254.2,108.0,21.61,261.8,85,11.78,7.7,2.0,2.08,1.0,False
MN,122,415,No,No,0.0,140.1,120.0,23.82,231.4,128.0,19.67,188.1,127,8.46,11.2,5.0,3.02,2.0,False
MN,138,415,No,No,0.0,194.3,83.0,33.03,189.9,97.0,16.14,232.2,102,10.45,9.0,3.0,2.43,3.5,False
MA,132,415,No,No,0.0,117.6,66.0,19.99,214.0,108.0,18.19,239.5,94,10.78,8.8,5.0,2.38,1.0,False
GA,58,510,No,No,0.0,243.1,105.0,41.33,231.4,108.0,19.67,180.9,120,8.14,7.8,4.0,2.11,2.0,False
NV,81,415,No,No,0.0,145.4,132.0,24.72,129.3,91.0,10.99,186.4,109,8.39,5.2,4.0,1.4,1.0,False
TX,87,415,No,No,0.0,169.1,105.0,28.75,169.9,102.0,14.44,244.9,106,11.02,9.9,10.0,2.67,3.0,False
ME,116,510,No,No,0.0,229.3,93.0,38.98,184.5,111.0,15.68,168.2,91,7.57,8.8,3.0,2.38,2.0,False
MN,62,510,No,Yes,33.0,186.4,84.0,31.69,201.0,136.0,17.09,286.7,103,12.9,11.1,3.0,3.0,2.0,True
TN,98,415,No,No,0.0,162.8,65.0,27.68,185.0,109.0,15.73,219.5,104,9.88,6.0,3.0,1.62,2.0,False
RI,107,510,Yes,No,0.0,194.4,83.0,33.05,247.8,84.0,21.06,245.4,93,11.04,11.2,7.0,3.02,2.0,False
NC,30,510,No,No,0.0,145.0,76.0,24.65,240.7,112.0,20.46,197.1,134,8.87,7.1,4.0,1.92,3.0,False
MA,40,408,No,Yes,31.0,224.7,69.0,38.2,134.5,81.0,11.43,120.3,104,5.41,7.5,5.0,2.03,1.0,True
TN,72,408,No,No,0.0,147.0,79.0,24.99,162.3,103.0,13.8,162.9,80,7.33,10.5,4.0,2.84,1.0,False
WY,95,415,No,Yes,39.0,260.8,130.0,44.34,213.4,111.0,18.14,195.6,97,8.8,10.1,5.0,2.73,1.0,False
IA,42,415,No,No,0.0,155.4,127.0,26.42,164.1,46.5,13.95,157.7,128,7.1,9.0,3.0,2.43,0.0,False
IN,86,415,No,No,0.0,166.2,112.0,28.25,255.3,81.0,21.7,228.1,97,10.26,5.4,7.0,1.46,1.0,False
FL,55,510,No,Yes,45.0,130.5,114.0,22.19,208.4,94.0,17.71,141.6,114,6.37,11.0,5.0,2.97,3.5,True
MT,74,415,No,No,0.0,162.7,102.0,27.66,292.0,105.0,24.82,183.3,80,8.25,8.7,6.0,2.35,0.0,False
ND,81,408,Yes,Yes,37.0,237.1,76.0,40.31,264.2,125.0,22.46,271.3,120,12.21,7.9,3.0,2.13,1.0,False
MI,81,408,No,No,0.0,166.2,102.0,28.25,217.6,112.0,18.5,220.2,68,9.91,13.2,2.0,3.56,3.5,False
MT,28,415,No,No,0.0,121.7,48.0,20.69,125.8,112.0,10.69,261.6,122,11.77,8.3,2.0,2.24,3.5,True
AL,111,510,No,No,0.0,176.4,62.0,29.99,201.0,124.0,17.09,150.4,138,6.77,11.2,2.0,3.02,0.0,False
NV,3,510,No,Yes,27.0,67.4,116.0,11.46,244.0,78.0,20.74,281.1,93,12.65,11.4,2.0,3.08,2.0,False
FL,68,415,No,Yes,24.0,176.0,118.0,29.92,277.9,116.0,23.62,174.7,71,7.86,14.7,7.0,3.97,1.0,False
NY,163,408,No,No,0.0,247.7,77.0,42.11,269.5,108.0,22.91,167.3,82,7.53,9.6,7.0,2.59,0.0,True
KS,87,510,No,No,0.0,115.4,90.0,19.62,262.6,68.0,22.32,245.7,69,11.06,13.1,5.0,3.54,2.0,False
NC,58,510,No,No,0.0,112.2,95.0,19.07,209.6,108.0,17.82,260.9,78,11.74,13.9,1.0,3.75,0.0,True
MN,109,408,No,No,0.0,162.6,138.0,27.64,154.0,109.0,13.09,209.7,118,9.44,11.5,4.0,3.11,0.0,False
RI,111,415,No,No,0.0,229.4,107.0,39.0,214.1,99.0,18.2,289.6,95,13.03,10.4,6.0,2.81,3.5,False
UT,144,415,No,No,0.0,139.6,96.0,23.73,124.2,93.0,10.56,95.6,75,4.3,15.0,4.0,4.05,2.0,False
OR,135,415,No,No,0.0,263.8,66.0,44.85,251.3,116.0,21.36,200.1,112,9.0,8.4,2.0,2.27,3.5,True
SC,109,415,No,Yes,46.0,217.5,123.0,36.98,233.7,84.0,19.86,163.9,99,7.38,9.0,3.0,2.43,3.5,False
IL,107,415,No,Yes,14.0,114.3,132.0,19.43,199.8,91.0,16.98,194.7,74,8.76,7.5,8.0,2.03,1.0,False
OH,149,408,No,No,0.0,196.3,108.0,33.37,136.8,96.0,11.63,154.7,87,6.96,7.7,3.0,2.08,2.0,False
MA,56,510,No,No,0.0,253.2,95.0,43.04,188.0,116.0,15.98,142.0,133,6.39,4.4,4.0,1.19,1.0,False
OR,129,408,No,No,0.0,98.0,99.0,16.66,240.7,62.0,20.46,254.8,123,11.47,10.5,4.0,2.84,0.0,False
CA,92,408,No,No,0.0,249.4,118.0,42.4,211.5,95.0,17.98,169.0,116,7.61,9.1,3.0,2.46,0.0,False
WV,67,415,No,Yes,30.0,129.6,107.0,22.03,233.0,104.0,19.81,297.0,93,13.37,14.5,5.0,3.92,1.0,False
VT,120,415,No,No,0.0,221.3,106.0,37.62,267.6,98.0,22.75,111.5,80,5.02,9.3,7.0,2.51,0.0,False
GA,76,408,No,No,0.0,203.6,61.0,34.61,161.7,127.0,13.74,175.9,97,7.92,8.4,3.0,2.27,0.0,False
ME,79,415,No,No,0.0,213.6,110.0,36.31,234.9,121.0,19.97,229.6,152,10.33,8.8,3.0,2.38,2.0,False
HI,98,415,No,Yes,31.0,181.6,112.0,30.87,220.7,100.0,18.76,236.3,121,10.63,12.9,4.0,3.48,2.0,False
AZ,141,510,No,Yes,22.0,215.4,123.0,36.62,328.7,98.0,27.94,160.5,89,7.22,7.8,6.0,2.11,1.0,False
IA,46,510,No,No,0.0,199.2,111.0,33.86,175.1,83.0,14.88,210.6,84,9.48,10.2,2.0,2.75,3.0,False
CT,137,415,No,No,0.0,115.0,130.0,19.55,137.8,83.0,11.71,224.0,61,10.08,7.3,4.0,1.97,3.0,False
WA,171,408,No,No,0.0,270.5,69.0,45.99,230.0,112.0,19.55,136.0,111,6.12,9.6,5.0,2.59,1.0,True
VA,10,415,No,No,0.0,222.2,127.0,37.77,153.1,125.0,13.01,227.4,80,10.23,12.9,4.0,3.48,1.0,False
CO,88,510,No,No,0.0,61.9,78.0,10.52,262.6,114.0,22.32,212.5,110,9.56,8.8,2.0,2.38,3.0,False
TX,82,415,No,No,0.0,189.2,81.0,32.16,184.4,117.0,15.67,255.8,83,11.51,10.6,5.0,2.86,3.0,True
SD,139,510,No,No,0.0,196.0,135.0,33.32,186.0,146.0,15.81,153.0,92,6.89,9.8,1.0,2.65,3.0,False
VA,87,415,No,No,0.0,171.6,119.0,29.17,205.0,107.0,17.43,170.6,114,7.68,13.8,4.0,3.73,0.0,False
NY,137,415,Yes,No,0.0,174.0,123.0,29.58,161.3,115.0,13.71,260.7,98,11.73,11.4,3.0,3.08,2.0,False
WA,45,510,No,No,0.0,78.6,106.0,13.36,187.3,110.0,15.92,184.2,111,8.29,7.4,5.0,2.0,1.0,True
TN,103,415,No,No,0.0,141.3,123.0,24.02,253.6,87.0,21.56,215.8,96,9.71,6.4,2.0,1.73,1.0,False
CT,100,415,No,No,0.0,235.8,130.0,40.09,176.0,69.0,14.96,63.6,122,2.86,7.3,1.0,1.97,2.0,False
WA,110,510,No,No,0.0,185.1,100.0,31.47,165.1,88.0,14.03,111.6,104,5.02,6.3,4.0,1.7,3.0,False
NH,124,415,No,No,0.0,254.3,113.0,43.23,78.9,104.0,6.71,153.2,69,6.89,11.8,2.0,3.19,2.0,False
MT,10,510,No,No,0.0,183.0,103.0,31.11,214.8,77.0,18.26,206.4,73,9.29,8.7,6.0,2.35,2.0,False
NE,89,415,No,Yes,29.0,163.5,80.0,27.8,274.8,136.0,23.36,340.79999999999995,147,15.331250000000002,7.5,5.0,2.03,2.0,False
WA,121,408,No,No,0.0,207.9,98.0,35.34,210.5,96.0,17.89,109.6,114,4.93,7.7,2.0,2.08,2.0,False
WI,101,415,No,No,0.0,248.6,102.0,42.26,174.9,93.0,14.87,207.2,86,9.32,6.1,3.0,1.65,3.0,False
AR,103,415,No,Yes,31.0,185.4,105.0,31.52,197.6,126.0,16.8,147.1,110,6.62,14.5,4.0,3.92,2.0,False
WI,51,408,No,No,0.0,197.8,60.0,33.63,221.0,64.0,18.79,168.6,134,7.59,8.9,5.0,2.4,1.0,False
DE,2,415,Yes,No,0.0,132.1,46.5,22.46,138.9,88.0,11.81,192.6,119,8.67,9.1,1.0,2.46,2.0,True
NH,111,510,No,No,0.0,197.1,117.0,33.51,227.8,128.0,19.36,214.0,101,9.63,9.3,10.5,2.51,0.0,False
VA,118,415,No,No,0.0,154.6,112.0,26.28,184.2,105.0,15.66,217.4,102,9.78,12.6,5.0,3.4,2.0,False
TN,17,510,No,Yes,31.0,153.1,115.0,26.03,185.9,59.0,15.8,224.3,102,10.09,10.0,1.0,2.7,3.5,True
VA,130,408,No,No,0.0,211.2,119.0,35.9,231.1,120.0,19.64,220.9,80,9.94,6.3,9.0,1.7,2.0,False
AZ,137,415,No,No,0.0,141.1,91.0,23.99,147.2,100.0,12.51,254.7,75,11.46,8.0,7.0,2.16,2.0,False
MT,185,408,No,Yes,29.0,151.1,121.0,25.69,244.7,88.0,20.8,154.4,91,6.95,13.8,2.0,3.73,2.0,False
OK,101,408,No,No,0.0,209.6,107.0,35.63,228.8,96.0,19.45,172.4,85,7.76,7.6,2.0,2.05,3.0,False
ID,95,415,No,Yes,32.0,247.0,109.0,41.99,125.6,91.0,10.68,226.5,90,10.19,10.5,4.0,2.84,3.0,False
KS,126,408,No,No,0.0,321.3,99.0,54.62,167.9,93.0,14.27,193.6,106,8.71,8.0,4.0,2.16,1.0,True
MS,124,415,No,No,0.0,251.5,85.0,42.76,214.2,98.0,18.21,186.1,71,8.37,11.1,6.0,3.0,3.0,False
WY,97,510,Yes,No,0.0,236.9,107.0,40.27,157.6,105.0,13.4,241.0,120,10.85,7.3,2.0,1.97,0.0,True
TX,28,415,No,No,0.0,159.7,79.0,27.15,216.7,131.0,18.42,206.7,116,9.3,9.3,3.0,2.51,2.0,False
WA,90,415,Yes,No,0.0,148.2,96.0,25.19,220.4,111.0,18.73,134.2,97,6.04,9.2,1.0,2.48,3.5,True
HI,190,408,No,No,0.0,150.9,86.0,25.65,268.6,129.0,22.83,179.9,73,8.1,14.7,1.0,3.97,1.0,False
AK,52,415,No,Yes,24.0,170.9,71.0,29.05,201.4,80.0,17.12,159.0,124,7.15,4.1,5.0,1.11,2.0,False
MD,73,510,No,No,0.0,254.7,80.0,43.3,90.2,79.0,7.67,153.4,60,6.9,10.6,8.0,2.86,0.0,False
SD,98,415,No,No,0.0,34.650000000000006,46.5,5.899999999999995,159.6,130.0,13.57,167.1,88,7.52,6.8,1.0,1.84,3.5,True
PA,106,408,Yes,No,0.0,133.7,46.5,22.73,187.8,107.0,15.96,181.9,89,8.19,10.7,2.0,2.89,1.0,True
NC,111,408,No,No,0.0,224.9,117.0,38.23,191.9,127.0,16.31,229.9,97,10.35,10.3,3.0,2.78,0.0,False
VT,59,408,No,No,0.0,151.8,98.0,25.81,209.9,92.0,17.84,266.9,86,12.01,11.9,5.0,3.21,1.0,False
KY,71,510,No,Yes,22.0,141.4,107.0,24.04,163.0,105.0,13.86,220.0,99,9.9,5.6,3.0,1.51,2.0,False
WA,55,408,No,No,0.0,285.7,124.0,48.57,230.9,106.0,19.63,230.7,140,10.38,14.8,7.0,4.0,0.0,True
LA,13,415,No,No,0.0,58.4,121.0,9.93,262.2,64.0,22.29,159.0,115,7.15,11.9,5.0,3.21,1.0,False
WA,136,415,No,Yes,16.0,90.4,105.0,15.37,201.3,109.0,17.11,227.1,115,10.22,13.1,4.0,3.54,0.0,False
ME,123,408,No,No,0.0,114.4,91.0,19.45,216.6,123.0,18.41,250.6,102,11.28,11.0,3.0,2.97,0.0,False
WI,105,408,No,No,0.0,147.7,103.0,25.11,222.7,78.0,18.93,163.5,102,7.36,12.8,3.0,3.46,2.0,False
TX,50,408,No,Yes,31.0,302.7,93.0,51.46,240.5,119.0,20.44,193.9,103,8.73,13.6,10.5,3.67,3.0,False
IA,118,415,No,No,0.0,136.1,120.0,23.14,204.2,103.0,17.36,228.2,90,10.27,11.3,4.0,3.05,1.0,False
VT,73,415,No,No,0.0,217.8,91.0,37.03,220.6,97.0,18.75,277.3,89,12.48,10.3,6.0,2.78,1.0,True
HI,35,415,No,No,0.0,124.2,102.0,21.11,123.9,115.0,10.53,135.7,100,6.11,13.1,8.0,3.54,2.0,False
WY,64,415,No,No,0.0,206.2,76.0,35.05,232.4,76.0,19.75,251.6,96,11.32,13.6,2.0,3.67,1.0,False
WV,63,510,No,No,0.0,132.9,122.0,22.59,67.0,62.0,5.7,160.4,121,7.22,9.9,2.0,2.67,3.0,False
OK,117,415,No,Yes,31.0,104.9,115.0,17.83,237.6,125.0,20.2,263.4,104,11.85,7.7,6.0,2.08,3.0,False
CT,115,415,No,No,0.0,245.0,97.0,41.65,250.7,75.0,21.31,270.2,124,12.16,13.7,8.0,3.7,1.0,True
UT,162,408,No,No,0.0,184.5,118.0,31.37,224.0,95.0,19.04,180.5,82,8.12,11.6,3.0,3.13,1.0,False
NY,89,415,No,No,0.0,89.5,66.0,15.22,179.3,104.0,15.24,225.1,116,10.13,12.3,1.0,3.32,3.0,False
VA,94,415,Yes,No,0.0,235.6,131.0,40.05,194.8,107.0,16.56,170.6,93,7.68,8.6,4.0,2.32,1.0,False
VT,129,408,No,No,0.0,186.0,127.0,31.62,262.3,96.0,22.3,98.9,63,4.45,11.5,6.0,3.11,3.5,False
PA,96,510,No,No,0.0,179.5,125.0,30.52,162.3,139.0,13.8,264.5,133,11.9,6.6,2.0,1.78,1.0,False
SC,108,415,No,No,0.0,112.0,105.0,19.04,193.7,110.0,16.46,208.9,93,9.4,4.1,4.0,1.11,3.5,True
MI,97,408,No,Yes,32.0,168.4,129.0,28.63,225.9,97.0,19.2,191.8,95,8.63,8.5,7.0,2.3,0.0,False
VT,84,415,No,Yes,42.0,214.3,112.0,36.43,188.2,107.0,16.0,333.5,117,15.01,11.3,10.0,3.05,0.0,False
OH,65,415,No,No,0.0,245.7,139.0,41.77,241.9,113.0,20.56,285.3,117,12.84,4.2,5.0,1.13,3.5,True
VT,131,415,No,Yes,34.0,156.6,134.0,26.62,71.0,95.0,6.04,261.7,120,11.78,13.4,10.0,3.62,1.0,False
IL,58,415,Yes,Yes,43.0,142.8,96.0,24.28,272.3,100.0,23.15,193.4,105,8.7,8.9,4.0,2.4,1.0,False
WI,54,415,No,No,0.0,116.8,119.0,19.86,123.1,123.0,10.46,217.5,101,9.79,12.0,2.0,3.24,1.0,False
GA,125,415,No,Yes,39.0,236.1,107.0,40.14,289.2,110.0,24.58,175.4,107,7.89,9.1,4.0,2.46,2.0,False
VT,72,415,No,Yes,21.0,138.1,113.0,23.48,260.1,83.0,22.11,135.4,118,6.09,8.2,2.0,2.21,2.0,False
CT,141,408,No,No,0.0,51.9,108.0,8.82,162.0,83.0,13.77,223.5,115,10.06,10.1,3.0,2.73,3.0,False
AZ,113,510,No,No,0.0,81.3,116.0,13.82,220.6,124.0,18.75,235.7,113,10.61,8.9,3.0,2.4,0.0,False
SD,20,415,No,Yes,35.0,171.5,98.0,29.16,153.1,127.0,13.01,165.6,125,7.45,7.1,3.0,1.92,0.0,False
CT,208,415,No,No,0.0,126.0,96.0,21.42,144.3,80.0,12.27,302.8,102,13.63,7.6,3.0,2.05,1.0,False
IN,99,415,Yes,No,0.0,197.2,127.0,33.52,156.0,92.0,13.26,204.1,99,9.18,9.9,6.0,2.67,3.5,False
OH,94,510,No,No,0.0,194.1,62.0,33.0,227.2,54.0,19.31,190.4,115,8.57,15.3,4.0,4.13,1.0,False
NY,40,510,No,No,0.0,115.7,105.0,19.67,127.8,113.0,10.86,107.5,91,4.84,9.3,6.0,2.51,1.0,False
NE,86,510,No,Yes,29.0,157.2,118.0,26.72,196.3,136.0,16.69,226.7,109,10.2,8.4,5.0,2.27,3.0,False
OK,101,415,No,No,0.0,269.7,85.0,45.85,207.6,86.0,17.65,214.2,107,9.64,4.5,10.5,1.22,3.0,True
HI,105,510,No,No,0.0,227.4,121.0,38.66,268.5,89.0,22.82,143.3,82,6.45,13.0,4.0,3.51,1.0,False
MD,140,415,Yes,Yes,27.0,188.9,124.0,32.11,160.9,102.0,13.68,197.7,100,8.9,11.5,5.0,3.11,3.5,False
VT,101,510,No,No,0.0,34.650000000000006,46.5,5.899999999999995,192.1,119.0,16.33,168.8,95,7.6,7.2,4.0,1.94,1.0,False
TX,98,408,No,Yes,19.0,110.5,87.0,18.79,227.8,97.0,19.36,243.6,84,10.96,11.0,4.0,2.97,1.0,False
AZ,104,408,No,No,0.0,167.6,116.0,28.49,219.2,112.0,18.63,215.9,94,9.72,11.7,2.0,3.16,3.5,False
VA,115,415,No,No,0.0,132.0,90.0,22.44,197.5,75.0,16.79,175.8,114,7.91,3.1000000000000005,0.0,0.8449999999999995,3.0,False
NE,70,415,No,No,0.0,213.4,86.0,36.28,204.7,77.0,17.4,256.6,101,11.55,5.7,4.0,1.54,1.0,False
KY,126,510,No,No,0.0,175.4,120.0,29.82,98.3,71.0,8.36,201.9,93,9.09,10.6,1.0,2.86,0.0,False
NV,87,510,No,Yes,39.0,82.6,113.0,14.04,224.4,63.0,19.07,163.6,88,7.36,9.5,1.0,2.57,3.0,False
MO,86,415,No,No,0.0,125.5,139.0,21.34,269.8,93.0,22.93,235.8,110,10.61,8.9,8.0,2.4,1.0,False
NJ,1,415,No,Yes,30.0,183.1,95.0,31.13,232.6,110.0,19.77,248.3,110,11.17,8.4,2.0,2.27,0.0,False
NH,133,408,No,No,0.0,162.1,91.0,27.56,212.1,94.0,18.03,260.4,78,11.72,12.2,5.0,3.29,1.0,False
NC,103,510,No,No,0.0,166.6,84.0,28.32,192.4,91.0,16.35,167.9,115,7.56,7.7,6.0,2.08,1.0,False
MT,131,415,No,Yes,24.0,135.9,60.0,23.1,233.2,78.0,19.82,210.6,121,9.48,9.4,4.0,2.54,1.0,False
LA,99,510,No,No,0.0,142.3,89.0,24.19,204.5,95.0,17.38,203.1,114,9.14,9.1,1.0,2.46,0.0,False
NV,27,510,No,No,0.0,177.6,121.0,30.19,296.8,92.0,25.23,192.9,106,8.68,7.6,3.0,2.05,3.0,False
AK,141,408,No,No,0.0,83.2,74.0,14.14,190.6,104.0,16.2,150.5,79,6.77,10.7,7.0,2.89,1.0,False
OH,29,415,Yes,Yes,37.0,235.0,101.0,39.95,183.3,79.0,15.58,139.8,106,6.29,5.7,7.0,1.54,2.0,False
NM,65,415,No,No,0.0,105.7,95.0,17.97,141.8,100.0,12.05,180.5,105,8.12,6.6,10.5,1.78,2.0,False
MI,81,415,Yes,No,0.0,149.4,68.0,25.4,171.9,98.0,14.61,214.5,97,9.65,17.5,3.0,4.7250000000000005,3.0,True
MN,37,415,No,Yes,20.0,264.7,81.0,45.0,216.5,110.0,18.4,210.7,102,9.48,10.4,7.0,2.81,0.0,False
WY,107,510,No,Yes,31.0,160.3,46.5,27.25,221.5,70.0,18.83,261.6,109,11.77,5.6,1.0,1.51,1.0,False
WY,127,415,Yes,Yes,28.0,95.9,117.0,16.3,159.5,131.0,13.56,152.8,132,6.88,10.4,3.0,2.81,1.0,False
WA,78,408,No,No,0.0,140.7,77.0,23.92,195.2,114.0,16.59,252.9,107,11.38,11.7,5.0,3.16,0.0,False
RI,176,415,No,No,0.0,250.9,108.0,42.65,171.4,100.0,14.57,148.6,85,6.69,9.6,6.0,2.59,2.0,False
AL,96,415,Yes,No,0.0,200.6,117.0,34.1,289.5,120.0,24.61,98.3,95,4.42,11.2,5.0,3.02,2.0,False
WV,11,510,No,Yes,38.0,209.8,130.0,35.67,196.6,84.0,16.71,233.0,79,10.49,7.0,7.0,1.89,1.0,False
WV,48,415,No,Yes,34.0,198.0,70.0,33.66,273.7,121.0,23.26,217.9,71,9.81,7.6,4.0,2.05,1.0,False
